File accession 	File format    	File type 	File format type 	Output type                        	File assembly 	Experiment accession 	Assay       	Donor(s)                   	Biosample term id 	Biosample term name 	Biosample type 	Biosample organism 	Biosample treatments 	Biosample treatments amount 	Biosample treatments duration 	Biosample genetic modifications methods 	Biosample genetic modifications categories 	Biosample genetic modifications targets                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   	Biosample genetic modifications gene targets 	Biosample genetic modifications site coordinates 	Biosample genetic modifications zygosity 	Experiment target     	Library made from 	Library depleted in 	Library extraction method 	Library lysis method 	Library crosslinking method 	Library strand specific 	Experiment date released 	Project 	RBNS protein concentration 	Library fragmentation method 	Library size range 	Biological replicate(s) 	Technical replicate(s) 	Read length 	Mapped read length 	Run type 	Paired end 	Paired with 	Index of 	Derived from                                                                                                                                      	Size    	Lab                        	md5sum                           	dbxrefs 	File download URL                                                             	Genome annotation 	Platform 	Controlled by 	File Status 	s3_uri                                                                                	Azure URL                                                                                                                                                                                            	File analysis title   	File analysis status 	Audit WARNING                                                                                                                                  	Audit NOT_COMPLIANT     	Audit ERROR
ENCFF824QXX    	bed narrowPeak 	bed       	narrowPeak       	IDR thresholded peaks              	GRCh38        	ENCSR000BHA          	TF ChIP-seq 	/human-donors/ENCDO000AAK/ 	EFO:0002784       	GM12878             	cell line      	Homo sapiens       	                     	                            	                              	                                        	                                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          	                                             	                                                 	                                         	BCL11A-human          	DNA               	                    	                          	                     	                            	                        	2011-07-18               	ENCODE  	                           	see document                 	                   	1, 2                    	1_1, 2_1               	            	                   	         	           	            	         	/files/ENCFF882OBA/, /files/ENCFF075XYL/, /files/ENCFF148VRC/, /files/ENCFF356LFX/, /files/ENCFF692QYX/, /files/ENCFF519KIS/                      	 354771 	ENCODE Processing Pipeline 	9905ff1b38514164e11357822c3a4f88 	        	https://www.encodeproject.org/files/ENCFF824QXX/@@download/ENCFF824QXX.bed.gz 	                  	         	              	released    	s3://encode-public/2020/12/11/c78ae59d-b8cb-4bc7-87a1-e9b50753ee7e/ENCFF824QXX.bed.gz 	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/c78ae59d-b8cb-4bc7-87a1-e9b50753ee7e/ENCFF824QXX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D 	ENCODE4 v1.6.1 GRCh38 	released             	low read depth, low read length                                                                                                                	                        	
ENCFF973FKS    	bed narrowPeak 	bed       	narrowPeak       	IDR thresholded peaks              	GRCh38        	ENCSR000BQK          	TF ChIP-seq 	/human-donors/ENCDO000AAK/ 	EFO:0002784       	GM12878             	cell line      	Homo sapiens       	                     	                            	                              	                                        	                                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          	                                             	                                                 	                                         	ATF2-human            	DNA               	                    	                          	                     	                            	                        	2012-02-29               	ENCODE  	                           	see document                 	                   	1, 2                    	1_1, 2_1               	            	                   	         	           	            	         	/files/ENCFF339NUH/, /files/ENCFF305BPN/, /files/ENCFF356LFX/, /files/ENCFF856BLZ/, /files/ENCFF691UEA/, /files/ENCFF463JZL/                      	 477500 	ENCODE Processing Pipeline 	3fbcdf35e8c83d557eca5172716f4dee 	        	https://www.encodeproject.org/files/ENCFF973FKS/@@download/ENCFF973FKS.bed.gz 	                  	         	              	released    	s3://encode-public/2020/12/26/ff14552a-c47f-4e2f-b604-0fd64253d128/ENCFF973FKS.bed.gz 	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/ff14552a-c47f-4e2f-b604-0fd64253d128/ENCFF973FKS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D 	ENCODE4 v1.6.1 GRCh38 	released             	low read length, inconsistent platforms                                                                                                        	                        	
ENCFF276QRH    	bed narrowPeak 	bed       	narrowPeak       	IDR thresholded peaks              	GRCh38        	ENCSR000DYZ          	TF ChIP-seq 	/human-donors/ENCDO000AAK/ 	EFO:0002784       	GM12878             	cell line      	Homo sapiens       	                     	                            	                              	                                        	                                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          	                                             	                                                 	                                         	TBL1XR1-human         	DNA               	                    	                          	                     	                            	                        	2012-05-14               	ENCODE  	                           	see document                 	                   	1, 2                    	1_1, 2_1               	            	                   	         	           	            	         	/files/ENCFF863XTX/, /files/ENCFF683ICJ/, /files/ENCFF941TVG/, /files/ENCFF278NPZ/, /files/ENCFF389FAZ/, /files/ENCFF356LFX/, /files/ENCFF042LWY/ 	 232355 	ENCODE Processing Pipeline 	f899991da625b25066263850bea82697 	        	https://www.encodeproject.org/files/ENCFF276QRH/@@download/ENCFF276QRH.bed.gz 	                  	         	              	released    	s3://encode-public/2021/01/08/3a69fb6e-a722-4cd7-b0f4-9ae8291966ab/ENCFF276QRH.bed.gz 	https://datasetencode.blob.core.windows.net/dataset/2021/01/08/3a69fb6e-a722-4cd7-b0f4-9ae8291966ab/ENCFF276QRH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D 	ENCODE4 v1.6.1 GRCh38 	released             	low read depth, improper control_type of control experiment, low read length                                                                   	                        	
ENCFF089YRX    	bed narrowPeak 	bed       	narrowPeak       	IDR thresholded peaks              	GRCh38        	ENCSR000BGE          	TF ChIP-seq 	/human-donors/ENCDO000AAK/ 	EFO:0002784       	GM12878             	cell line      	Homo sapiens       	                     	                            	                              	                                        	                                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          	                                             	                                                 	                                         	SRF-human             	DNA               	                    	                          	                     	                            	                        	2011-07-18               	ENCODE  	                           	see document                 	                   	1, 2                    	1_1, 2_1               	            	                   	         	           	            	         	/files/ENCFF945KYF/, /files/ENCFF098EHX/, /files/ENCFF356LFX/, /files/ENCFF002PKP/, /files/ENCFF768KPY/                                           	  58874 	ENCODE Processing Pipeline 	884468134d07c65aee27cef511240b1b 	        	https://www.encodeproject.org/files/ENCFF089YRX/@@download/ENCFF089YRX.bed.gz 	                  	         	              	released    	s3://encode-public/2020/12/26/7ccd4ac0-f454-440d-b317-57ad877b52ef/ENCFF089YRX.bed.gz 	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/7ccd4ac0-f454-440d-b317-57ad877b52ef/ENCFF089YRX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D 	ENCODE4 v1.6.1 GRCh38 	released             	low read depth, low read length                                                                                                                	                        	
ENCFF146SYU    	bed narrowPeak 	bed       	narrowPeak       	IDR thresholded peaks              	GRCh38        	ENCSR000BMB          	TF ChIP-seq 	/human-donors/ENCDO000AAK/ 	EFO:0002784       	GM12878             	cell line      	Homo sapiens       	                     	                            	                              	                                        	                                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          	                                             	                                                 	                                         	ELF1-human            	DNA               	                    	                          	                     	                            	                        	2011-07-18               	ENCODE  	                           	see document                 	                   	1, 2                    	1_1, 2_1               	            	                   	         	           	            	         	/files/ENCFF554UVL/, /files/ENCFF086JSB/, /files/ENCFF420ZXL/, /files/ENCFF356LFX/                                                                	 502694 	ENCODE Processing Pipeline 	ace1bc6770d0d7a6bc2b203a57072e6b 	        	https://www.encodeproject.org/files/ENCFF146SYU/@@download/ENCFF146SYU.bed.gz 	                  	         	              	released    	s3://encode-public/2020/12/26/cfccbb6c-d91a-47c1-968a-3f7eba7067dc/ENCFF146SYU.bed.gz 	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/cfccbb6c-d91a-47c1-968a-3f7eba7067dc/ENCFF146SYU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D 	ENCODE4 v1.6.1 GRCh38 	released             	low read depth, low read length, mild to moderate bottlenecking, moderate library complexity                                                   	                        	
ENCFF006GSY    	bed narrowPeak 	bed       	narrowPeak       	IDR thresholded peaks              	GRCh38        	ENCSR000BQZ          	TF ChIP-seq 	/human-donors/ENCDO000AAK/ 	EFO:0002784       	GM12878             	cell line      	Homo sapiens       	                     	                            	                              	                                        	                                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          	                                             	                                                 	                                         	STAT5A-human          	DNA               	                    	                          	                     	                            	                        	2012-02-29               	ENCODE  	                           	see document                 	                   	1, 2                    	1_1, 2_1               	            	                   	         	           	            	         	/files/ENCFF691UEA/, /files/ENCFF356LFX/, /files/ENCFF305BPN/, /files/ENCFF870NMW/, /files/ENCFF548BLU/, /files/ENCFF339NUH/                      	 153690 	ENCODE Processing Pipeline 	b5cba122ab663edf3b71b061768ec75b 	        	https://www.encodeproject.org/files/ENCFF006GSY/@@download/ENCFF006GSY.bed.gz 	                  	         	              	released    	s3://encode-public/2020/12/28/5e30b001-0555-4da1-a188-46929a110454/ENCFF006GSY.bed.gz 	https://datasetencode.blob.core.windows.net/dataset/2020/12/28/5e30b001-0555-4da1-a188-46929a110454/ENCFF006GSY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D 	ENCODE4 v1.6.1 GRCh38 	released             	low read length, inconsistent platforms                                                                                                        	                        	
ENCFF475GKK    	bed narrowPeak 	bed       	narrowPeak       	IDR thresholded peaks              	GRCh38        	ENCSR000BRH          	TF ChIP-seq 	/human-donors/ENCDO000AAK/ 	EFO:0002784       	GM12878             	cell line      	Homo sapiens       	                     	                            	                              	                                        	                                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          	                                             	                                                 	                                         	MTA3-human            	DNA               	                    	                          	                     	                            	                        	2012-02-29               	ENCODE  	                           	see document                 	                   	1, 2                    	1_1, 2_1               	            	                   	         	           	            	         	/files/ENCFF326TKN/, /files/ENCFF691UEA/, /files/ENCFF097QFS/, /files/ENCFF305BPN/, /files/ENCFF339NUH/, /files/ENCFF356LFX/                      	 269976 	ENCODE Processing Pipeline 	31bc6965af1756dc68d0c085acf9d909 	        	https://www.encodeproject.org/files/ENCFF475GKK/@@download/ENCFF475GKK.bed.gz 	                  	         	              	released    	s3://encode-public/2020/12/28/ab2127ed-66bf-40ca-8f47-ad247919e56b/ENCFF475GKK.bed.gz 	https://datasetencode.blob.core.windows.net/dataset/2020/12/28/ab2127ed-66bf-40ca-8f47-ad247919e56b/ENCFF475GKK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D 	ENCODE4 v1.6.1 GRCh38 	released             	borderline replicate concordance, low read length, inconsistent platforms                                                                      	                        	
ENCFF376AEL    	bed narrowPeak 	bed       	narrowPeak       	IDR thresholded peaks              	GRCh38        	ENCSR000DZI          	TF ChIP-seq 	/human-donors/ENCDO000AAK/ 	EFO:0002784       	GM12878             	cell line      	Homo sapiens       	                     	                            	                              	                                        	                                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          	                                             	                                                 	                                         	MXI1-human            	DNA               	                    	                          	                     	                            	                        	2011-10-29               	ENCODE  	                           	                             	150-350            	1, 2                    	1_1, 2_1               	            	                   	         	           	            	         	/files/ENCFF863XTX/, /files/ENCFF356LFX/, /files/ENCFF278NPZ/, /files/ENCFF790FNR/, /files/ENCFF499EUU/                                           	 394855 	ENCODE Processing Pipeline 	626d404caf55e38aa32eb8edb970b975 	        	https://www.encodeproject.org/files/ENCFF376AEL/@@download/ENCFF376AEL.bed.gz 	                  	         	              	released    	s3://encode-public/2021/01/02/cd650945-af54-422f-9ddb-bad4b3288c54/ENCFF376AEL.bed.gz 	https://datasetencode.blob.core.windows.net/dataset/2021/01/02/cd650945-af54-422f-9ddb-bad4b3288c54/ENCFF376AEL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D 	ENCODE4 v1.6.1 GRCh38 	released             	improper control_type of control experiment, low read length, low read depth, inconsistent platforms, mild to moderate bottlenecking           	                        	
ENCFF361EVH    	bed narrowPeak 	bed       	narrowPeak       	IDR thresholded peaks              	GRCh38        	ENCSR000DZF          	TF ChIP-seq 	/human-donors/ENCDO000AAK/ 	EFO:0002784       	GM12878             	cell line      	Homo sapiens       	                     	                            	                              	                                        	                                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          	                                             	                                                 	                                         	MAX-human             	DNA               	                    	                          	                     	                            	                        	2012-05-14               	ENCODE  	                           	see document                 	                   	1, 2                    	1_1, 2_1               	            	                   	         	           	            	         	/files/ENCFF042LWY/, /files/ENCFF278NPZ/, /files/ENCFF863XTX/, /files/ENCFF683ICJ/, /files/ENCFF456EJZ/, /files/ENCFF356LFX/, /files/ENCFF883PZJ/ 	 239736 	ENCODE Processing Pipeline 	ad902946a10c59664a1bf80e3dd41821 	        	https://www.encodeproject.org/files/ENCFF361EVH/@@download/ENCFF361EVH.bed.gz 	                  	         	              	released    	s3://encode-public/2021/01/08/ce23de71-744e-4e4b-9d2a-a5c4b737747e/ENCFF361EVH.bed.gz 	https://datasetencode.blob.core.windows.net/dataset/2021/01/08/ce23de71-744e-4e4b-9d2a-a5c4b737747e/ENCFF361EVH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D 	ENCODE4 v1.6.1 GRCh38 	released             	low read depth, improper control_type of control experiment, low read length                                                                   	                        	
ENCFF436SJS    	bed narrowPeak 	bed       	narrowPeak       	IDR thresholded peaks              	GRCh38        	ENCSR000DYV          	TF ChIP-seq 	/human-donors/ENCDO000AAK/ 	EFO:0002784       	GM12878             	cell line      	Homo sapiens       	                     	                            	                              	                                        	                                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          	                                             	                                                 	                                         	MAFK-human            	DNA               	                    	                          	                     	                            	                        	2012-08-20               	ENCODE  	                           	see document                 	                   	1, 2                    	1_1, 2_1               	            	                   	         	           	            	         	/files/ENCFF356LFX/, /files/ENCFF042LWY/, /files/ENCFF863XTX/, /files/ENCFF215TIO/, /files/ENCFF278NPZ/, /files/ENCFF683ICJ/, /files/ENCFF381MCA/ 	 135155 	ENCODE Processing Pipeline 	f6021852cedf049968eb0469a65a226a 	        	https://www.encodeproject.org/files/ENCFF436SJS/@@download/ENCFF436SJS.bed.gz 	                  	         	              	released    	s3://encode-public/2021/01/08/a771abce-d90f-41a5-8a1e-ea6e1f330826/ENCFF436SJS.bed.gz 	https://datasetencode.blob.core.windows.net/dataset/2021/01/08/a771abce-d90f-41a5-8a1e-ea6e1f330826/ENCFF436SJS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D 	ENCODE4 v1.6.1 GRCh38 	released             	improper control_type of control experiment, low read length                                                                                   	                        	
ENCFF934JFA    	bed narrowPeak 	bed       	narrowPeak       	IDR thresholded peaks              	GRCh38        	ENCSR000BGP          	TF ChIP-seq 	/human-donors/ENCDO000AAK/ 	EFO:0002784       	GM12878             	cell line      	Homo sapiens       	                     	                            	                              	                                        	                                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          	                                             	                                                 	                                         	POU2F2-human          	DNA               	                    	                          	                     	                            	                        	2011-07-18               	ENCODE  	                           	see document                 	                   	1, 2, 3                 	1_1, 2_1, 3_1          	            	                   	         	           	            	         	/files/ENCFF702VIV/, /files/ENCFF219VPY/, /files/ENCFF519KIS/, /files/ENCFF882OBA/, /files/ENCFF011XTK/, /files/ENCFF075XYL/, /files/ENCFF356LFX/ 	 512492 	ENCODE Processing Pipeline 	c89987c4e38ec5fe0887ccdb52463582 	        	https://www.encodeproject.org/files/ENCFF934JFA/@@download/ENCFF934JFA.bed.gz 	                  	         	              	released    	s3://encode-public/2020/12/27/d6ded945-fd19-4d27-a077-a678309dc05a/ENCFF934JFA.bed.gz 	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/d6ded945-fd19-4d27-a077-a678309dc05a/ENCFF934JFA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D 	ENCODE4 v1.6.1 GRCh38 	released             	borderline replicate concordance, low read depth, low read length, mild to moderate bottlenecking                                              	                        	
ENCFF896MPE    	bed narrowPeak 	bed       	narrowPeak       	IDR thresholded peaks              	GRCh38        	ENCSR000DYT          	TF ChIP-seq 	/human-donors/ENCDO000AAK/ 	EFO:0002784       	GM12878             	cell line      	Homo sapiens       	                     	                            	                              	                                        	                                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          	                                             	                                                 	                                         	SREBF2-human          	DNA               	                    	                          	                     	                            	                        	2012-08-20               	ENCODE  	                           	see document                 	                   	1, 2                    	1_1, 2_1               	            	                   	         	           	            	         	/files/ENCFF756UDR/, /files/ENCFF196PQA/, /files/ENCFF594EHC/, /files/ENCFF356LFX/, /files/ENCFF770CJK/                                           	  31115 	ENCODE Processing Pipeline 	07d5177657808e4aa8f347af97815611 	        	https://www.encodeproject.org/files/ENCFF896MPE/@@download/ENCFF896MPE.bed.gz 	                  	         	              	released    	s3://encode-public/2020/12/26/cefad1f3-2886-47ec-ad29-73d9b1f528cc/ENCFF896MPE.bed.gz 	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/cefad1f3-2886-47ec-ad29-73d9b1f528cc/ENCFF896MPE.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D 	ENCODE4 v1.6.1 GRCh38 	released             	low read length, mild to moderate bottlenecking                                                                                                	                        	
ENCFF172KBM    	bed narrowPeak 	bed       	narrowPeak       	IDR thresholded peaks              	GRCh38        	ENCSR000BQL          	TF ChIP-seq 	/human-donors/ENCDO000AAK/ 	EFO:0002784       	GM12878             	cell line      	Homo sapiens       	                     	                            	                              	                                        	                                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          	                                             	                                                 	                                         	NFATC1-human          	DNA               	                    	                          	                     	                            	                        	2012-02-29               	ENCODE  	                           	see document                 	                   	1, 2                    	1_1, 2_1               	            	                   	         	           	            	         	/files/ENCFF691UEA/, /files/ENCFF097KZM/, /files/ENCFF356LFX/, /files/ENCFF305BPN/, /files/ENCFF339NUH/, /files/ENCFF397DKO/                      	 229829 	ENCODE Processing Pipeline 	20e41e6d0bcc8b8874cc9c7f46ff4de2 	        	https://www.encodeproject.org/files/ENCFF172KBM/@@download/ENCFF172KBM.bed.gz 	                  	         	              	released    	s3://encode-public/2020/12/27/8c3c2d1b-57f7-441f-adf0-5d1cd1824a4d/ENCFF172KBM.bed.gz 	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/8c3c2d1b-57f7-441f-adf0-5d1cd1824a4d/ENCFF172KBM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D 	ENCODE4 v1.6.1 GRCh38 	released             	low read length, inconsistent platforms                                                                                                        	                        	
ENCFF855UKX    	bed narrowPeak 	bed       	narrowPeak       	IDR thresholded peaks              	GRCh38        	ENCSR000EAA          	TF ChIP-seq 	/human-donors/ENCDO000AAK/ 	EFO:0002784       	GM12878             	cell line      	Homo sapiens       	                     	                            	                              	                                        	                                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          	                                             	                                                 	                                         	WRNIP1-human          	DNA               	                    	                          	                     	                            	                        	2011-10-29               	ENCODE  	                           	see document                 	                   	1, 2                    	1_1, 2_1               	            	                   	         	           	            	         	/files/ENCFF278NPZ/, /files/ENCFF042LWY/, /files/ENCFF753DOO/, /files/ENCFF683ICJ/, /files/ENCFF058SQO/, /files/ENCFF863XTX/, /files/ENCFF356LFX/ 	  83576 	ENCODE Processing Pipeline 	659add048ee79eb9737da2ae4f8bfa53 	        	https://www.encodeproject.org/files/ENCFF855UKX/@@download/ENCFF855UKX.bed.gz 	                  	         	              	released    	s3://encode-public/2021/01/07/1a081974-8199-47ba-b7e3-2caa63fb32a4/ENCFF855UKX.bed.gz 	https://datasetencode.blob.core.windows.net/dataset/2021/01/07/1a081974-8199-47ba-b7e3-2caa63fb32a4/ENCFF855UKX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D 	ENCODE4 v1.6.1 GRCh38 	released             	borderline replicate concordance, low read depth, improper control_type of control experiment, low read length                                 	                        	
ENCFF643YBS    	bed narrowPeak 	bed       	narrowPeak       	IDR thresholded peaks              	GRCh38        	ENCSR000DZK          	TF ChIP-seq 	/human-donors/ENCDO000AAK/ 	EFO:0002784       	GM12878             	cell line      	Homo sapiens       	                     	                            	                              	                                        	                                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          	                                             	                                                 	                                         	POLR2AphosphoS2-human 	DNA               	                    	                          	                     	                            	                        	2011-10-29               	ENCODE  	                           	see document                 	                   	1, 2                    	1_1, 2_1               	            	                   	         	           	            	         	/files/ENCFF278NPZ/, /files/ENCFF153CXK/, /files/ENCFF042LWY/, /files/ENCFF540VUJ/, /files/ENCFF863XTX/, /files/ENCFF683ICJ/, /files/ENCFF356LFX/ 	 267183 	ENCODE Processing Pipeline 	15fe39a900ad414bfc101f91fdba46de 	        	https://www.encodeproject.org/files/ENCFF643YBS/@@download/ENCFF643YBS.bed.gz 	                  	         	              	released    	s3://encode-public/2021/01/08/f826aabe-f00a-48f8-a0b9-e5dcf18b6c70/ENCFF643YBS.bed.gz 	https://datasetencode.blob.core.windows.net/dataset/2021/01/08/f826aabe-f00a-48f8-a0b9-e5dcf18b6c70/ENCFF643YBS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D 	ENCODE4 v1.6.1 GRCh38 	released             	improper control_type of control experiment, low read length, low read depth, moderate library complexity, mild to moderate bottlenecking      	                        	
ENCFF728KFD    	bed narrowPeak 	bed       	narrowPeak       	IDR thresholded peaks              	GRCh38        	ENCSR000BGT          	TF ChIP-seq 	/human-donors/ENCDO000AAK/ 	EFO:0002784       	GM12878             	cell line      	Homo sapiens       	                     	                            	                              	                                        	                                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          	                                             	                                                 	                                         	BATF-human            	DNA               	                    	                          	                     	                            	                        	2011-07-18               	ENCODE  	                           	see document                 	                   	1, 2                    	1_1, 2_1               	            	                   	         	           	            	         	/files/ENCFF859PRS/, /files/ENCFF755RCM/, /files/ENCFF356LFX/, /files/ENCFF882OBA/, /files/ENCFF075XYL/, /files/ENCFF519KIS/                      	 583115 	ENCODE Processing Pipeline 	7f22a3244fa244a435a39df67ec6a4f0 	        	https://www.encodeproject.org/files/ENCFF728KFD/@@download/ENCFF728KFD.bed.gz 	                  	         	              	released    	s3://encode-public/2020/12/28/67b52cf7-2366-43ec-b319-9eb58f7bea62/ENCFF728KFD.bed.gz 	https://datasetencode.blob.core.windows.net/dataset/2020/12/28/67b52cf7-2366-43ec-b319-9eb58f7bea62/ENCFF728KFD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D 	ENCODE4 v1.6.1 GRCh38 	released             	low read depth, low read length                                                                                                                	                        	
ENCFF294IGP    	bed narrowPeak 	bed       	narrowPeak       	IDR thresholded peaks              	GRCh38        	ENCSR839XZU          	TF ChIP-seq 	/human-donors/ENCDO000AAK/ 	EFO:0002784       	GM12878             	cell line      	Homo sapiens       	                     	                            	                              	                                        	                                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          	                                             	                                                 	                                         	CREM-human            	DNA               	                    	                          	                     	                            	                        	2014-07-07               	ENCODE  	                           	see document                 	                   	1, 2                    	1_1, 2_1               	            	                   	         	           	            	         	/files/ENCFF612NNB/, /files/ENCFF356LFX/, /files/ENCFF729SDE/, /files/ENCFF923QPK/, /files/ENCFF219FGG/                                           	 601360 	ENCODE Processing Pipeline 	a78cba019614d13d799b17b20acf28ec 	        	https://www.encodeproject.org/files/ENCFF294IGP/@@download/ENCFF294IGP.bed.gz 	                  	         	              	released    	s3://encode-public/2021/02/04/924d5a8d-c4bf-4fc5-bba5-995a8501e472/ENCFF294IGP.bed.gz 	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/924d5a8d-c4bf-4fc5-bba5-995a8501e472/ENCFF294IGP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D 	ENCODE4 v1.6.1 GRCh38 	released             	low read depth, antibody characterized with exemption                                                                                          	                        	
ENCFF342QUN    	bed narrowPeak 	bed       	narrowPeak       	conservative IDR thresholded peaks 	GRCh38        	ENCSR597VGC          	TF ChIP-seq 	/human-donors/ENCDO000AAK/ 	EFO:0002784       	GM12878             	cell line      	Homo sapiens       	                     	                            	                              	                                        	                                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          	                                             	                                                 	                                         	ETV6-human            	DNA               	                    	                          	                     	                            	                        	2014-07-07               	ENCODE  	                           	                             	450-650            	1, 2                    	1_1, 2_1               	            	                   	         	           	            	         	/files/ENCFF356LFX/, /files/ENCFF306HMU/, /files/ENCFF526WYZ/, /files/ENCFF530IRO/, /files/ENCFF783FZL/                                           	  58116 	ENCODE Processing Pipeline 	2e6f32ebe8163bb5b7eeebc38f8df347 	        	https://www.encodeproject.org/files/ENCFF342QUN/@@download/ENCFF342QUN.bed.gz 	                  	         	              	released    	s3://encode-public/2020/12/03/543edd9b-693c-40b9-b538-67a596456d9e/ENCFF342QUN.bed.gz 	https://datasetencode.blob.core.windows.net/dataset/2020/12/03/543edd9b-693c-40b9-b538-67a596456d9e/ENCFF342QUN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D 	ENCODE4 v1.6.1 GRCh38 	released             	low read depth, mild to moderate bottlenecking, moderate library complexity                                                                    	                        	
